rank,img_src,img_title,mx4d,dolby,atmos,mega_only,summary,score,title,booking_rate,release_date,like
90위,https://img.megabox.co.kr/SharedImg/2025/11/12/6AJLzSAgPiN8PiVI3T1GAZuS0t0s62qI_420.jpg,직지루트; 테라 인코그니타,0,0,0,1,"상상하고, 증명하라! 당신이 알던 역사가 뒤집힌다!

구텐베르크와 고려 금속활자 주조의 연관성을 추적하던 제작진은
교황청 아카이브에서 고려 왕에게 보낸 교황의 편지를 찾아낸다

기쁨도 잠시…
해석의 근거가 부족하다는 학자들의 반발에 부딪힌 이들은
역사의 공백, 미지의 영역 ‘테라 인코그니타’를 알아내기 위해
편지의 발신지, 아비뇽으로 향한다

동서양 교류의 역사 사이 비어있는 행간을 좇던 이들은
바티칸과 안트베르펜, 하를렘, 스페인을 넘어 중앙아시아 사마르칸트를 거쳐
다시 시작점, 해인사 팔만대장경으로 돌아온 그때!

그토록 찾아헤맸던 단 하나의 가능성을 발견하게 되는데…",9.8점,직지루트; 테라 인코그니타,예매율 0%,개봉일 2025.11.12,18
91위,https://img.megabox.co.kr/SharedImg/2025/10/20/MzS00PcrJEeyUzcIBnQKqUQxWS3O39k2_420.jpg,반지의 제왕 : 왕의 귀환,0,0,0,1,"21세기 가장 위대한 걸작, 사상 최대의 마지막 전쟁이 시작됐다!
절대반지의 영원한 파괴를 위해, ‘프로도’와 그의 친구들, 엘프족 ‘레골라스’, 난쟁이족 ‘김리’, 두 명의 인간전사 ‘아라곤’과 ‘보로미르’, 그리고 마법사 ‘간달프’...등, 9명으로 이뤄진 ‘반지원정대’가 ‘불의 산’을 향하게 되고, 그들은 ‘사우론’의 사악한 세력에 맞서려 한다. 그러나 이들은 다시 뿔뿔이 흩어지게 되고, 암흑세계의 두 개의 탑을 통합하여 그 세력을 확장하고 있는 ‘사우론’은 서서히 중간대륙을 거대한 전쟁의 소용돌이로 몰아가며 ‘로한왕국’을 향해 진격을 시작한다. 이에 ‘아라곤’은 자유종족들을 통합하여 ‘사우론’에게 정면 대항하게 되는데..... ‘사우론’의 군대는 인간 종족을 멸망시키기 위해, 마지막으로 곤도르 왕국의 수도인 ‘미나스 티리스’를 공격한다. 과거의 위대함은 사라진 채 그 명맥만을 유지해오던 곤도르 왕국은 이제 그 어느 때보다도 왕이 절실하다. 하지만, ‘아라곤’이 왕위를 계승하여 자신의 운명을 마주 할 수 있을 것인가? 전투에 앞서, ‘간달프’는 필사적으로 흩어진 곤도르의 병력을 수습하고, ‘세오덴’은 로한의 전사들을 규합한다. 용기와 충성심에 불타 있기는 하지만, 인간의 군대는 곤도르로 빽빽이 몰려드는 적들에게 적수가 되지 못한다. 승리의 순간에도 희생이 따르고, 많은 이들을 잃어가면서도, 원정대는 ‘사우론’의 주의를 딴 곳으로 돌려 ‘프로도’가 임무를 달성할 수 있게 돕는다는 하나의 목표 아래, 그들 생애 가장 큰 전투를 치러 나간다. 한편, ‘프로도’는 위험한 적의 땅을 가로질러 가면서, 반지가 끊임없이 그의 의지와 인간성을 시험하자 점점 더 ‘샘’과 ‘골룸’에게 의지하게 되는데.",9.7점,반지의 제왕 : 왕의 귀환,예매율 0%,개봉일 2021.03.18,280
92위,https://img.megabox.co.kr/SharedImg/2024/10/10/PYjil2zMIUwkvcfZ5XA4KM9pGfNyWaA1_420.jpg,블루 자이언트,0,0,0,1,"""세계 최고가 될 거야, 반드시""
언제나 강가에서 홀로 색소폰을 불던 고등학생 '다이'는
세계 최고의 재즈 플레이어에 도전하기 위해 도쿄로 향한다.

""실력이 안 되면 같이 안 할 거니까""
우연히 재즈 클럽에서 엄청난 연주 실력을 뽐내는
천재 피아니스트 ‘유키노리’를 만나 밴드 결성을 제안하고,

""나도 드럼을 칠 수 있을까?""
'다이'의 고등학교 동창이자 평범한 대학생이던 '슌지'가
열정 가득한 초보 드러머로 합류하면서 밴드 'JASS 재스'가 탄생한다.

“전력을 다해 연주하자! 분명 전해질 거야”
목표는 최고의 재즈 클럽 '쏘 블루'! 10대의 마지막 챕터를 바친
JASS 재스의 격렬하고 치열한 연주가 지금, 바로, 여기서 시작된다!",9.4점,블루 자이언트,예매율 0%,개봉일 2024.10.18,262
93위,https://img.megabox.co.kr/SharedImg/2025/02/24/vO7oZzeE8s0TOXzAeYge6yuVOGE9i9bc_420.jpg,미키 17,0,0,0,1,"“당신은 몇 번째 미키입니까?”
친구 ‘티모’와 함께 차린 마카롱 가게가 쫄딱 망해 거액의 빚을 지고
못 갚으면 죽이겠다는 사채업자를 피해 지구를 떠나야 하는 ‘미키’.
기술이 없는 그는, 정치인 ‘마셜’의 얼음행성 개척단에서
위험한 일을 도맡고, 죽으면 다시 프린트되는 익스펜더블로 지원한다.
4년의 항해와 얼음행성 니플하임에 도착한 뒤에도 늘 ‘미키’를 지켜준 여자친구 ‘나샤’.
그와 함께, ‘미키’는 반복되는 죽음과 출력의 사이클에도 익숙해진다.
그러나 ‘미키 17’이 얼음행성의 생명체인 ‘크리퍼’와 만난 후 죽을 위기에서 돌아와 보니
이미 ‘미키 18’이 프린트되어 있다.
행성 당 1명만 허용된 익스펜더블이 둘이 된 ‘멀티플’ 상황
둘 중 하나는 죽어야 하는 현실 속에 걷잡을 수 없는 사건이 기다리고 있었으니…

“자알 죽고, 내일 만나”",8.7점,미키 17,예매율 0%,개봉일 2025.02.28,1.9k
94위,https://img.megabox.co.kr/SharedImg/2025/03/11/ZwjK1MQrizfUL04YLTiS6AY6rRxjUAPX_420.jpg,콘클라베,0,0,0,1,"교황의 예기치 못한 죽음 이후 새로운 교황을 선출하는 ‘콘클라베’가 시작되고,

로렌스(랄프 파인즈)는 단장으로서 선거를 총괄하게 된다.

한편 당선에 유력했던 후보들이 스캔들에 휘말리면서

교활한 음모와 탐욕이 수면 위로 드러나는데…",9점,콘클라베,예매율 0%,개봉일 2025.03.05,906
95위,https://img.megabox.co.kr/SharedImg/2025/03/19/t1aws8JYeDCKaCbRntA8oalmQ2UW33ua_420.jpg,진격의 거인 완결편 더 라스트 어택,0,0,0,1,"이것이 최후의 ""진격""---!
거인의 위협으로부터 몸을 지키기 위해 거대한 벽을 쌓고 그 안에서 숨을 죽이고 살고 있는 인류.
백 년의 평화는 초대형 거인의 습격으로 파괴됐고, 어머니를 잃은 소년 엘런 예거는
모든 거인을 없앨 것을 맹세하고 거인과 싸우는 조사병단의 일원이 되었다.

글자 그대로 목숨을 건 싸움 속에서 엘런 예거는 자신도 거인이 되는 능력을 손에 넣었고
인류의 승리에 공헌하면서 조금씩 세계의 진실에 가까워지고 있었다. 이윽고 시간이 흘러 벽 밖으로 나간 엘런은
조사병단의 동료들과 갈라섰고 어떤 무시무시한 계획을 실행한다.

수많은 거인을 이끌고, 이 세계의 살아있는 모든 것들을 짓밟는 「땅울림」.

미카사와 아르민을 시작으로 남겨진 자들은 세계를 멸망시키려 하는 엘런을 막기
위해 최후의 싸움에 나선다.",9.6점,진격의 거인 완결편 더 라스트 어택,예매율 0%,개봉일 2025.03.13,9.9k
96위,https://img.megabox.co.kr/SharedImg/2025/03/19/RX6SzRceGMlA23t6Y7pCDXTeeVOtN89n_420.jpg,백설공주,0,0,0,1,"동화 그 이상의 마법 같은 이야기
2025년 봄과 함께 찾아온 디즈니 최초의 프린세스

눈보라가 몰아치던 겨울 밤 태어난 백설공주.
온정이 넘치던 왕국에서 모두의 사랑을 받았지만,
강력한 어둠의 힘으로 왕국을 빼앗은 여왕의 위협에 숲으로 도망친다.
마법의 숲에서 간신히 살아남은 백설공주는
신비로운 일곱 광부들과 만나게 되며 새로운 세상을 마주하고,
마음속 깊이 숨겨진 용기와 선한 힘을 깨닫게 된다.
그리고 마침내, 빼앗긴 왕국을 되찾기 위해 여왕과 맞서 싸우기로 결심하는데…

<미녀와 야수>, <알라딘> 제작진이 선보이는 디즈니 판타지 뮤지컬 영화
눈부시게 아름다운 판타지와 환상의 음악이 선사하는 마법 같은 기적!",7.2점,백설공주,예매율 0%,개봉일 2025.03.19,656
97위,https://img.megabox.co.kr/SharedImg/2025/03/11/oDSeZ5pGTuHI6FZaFflt0DVX3e0pnQBf_420.jpg,플로우,0,0,0,1,"파도가 끝나는 곳,
고양이의 모험이 시작된다!

인간이 살았던 흔적만이 남아있는 세상,
홀로 집을 지키던 '고양이'는 갑작스러운 대홍수로
평화롭던 일상과 아늑했던 터전을 잃고 만다.

때마침 다가온 낡은 배에 올라탄 '고양이'는
그 안에서 '골든 리트리버', '카피바라', '여우원숭이', '뱀잡이수리'를 만나고
서로의 차이점을 극복하고 팀을 이뤄 험난한 파도를 헤쳐나간다.",8.9점,플로우,예매율 0%,개봉일 2025.03.19,877
98위,https://img.megabox.co.kr/SharedImg/2025/04/15/Hj90ADU6X23U6oquVOmBmH8aW6Aa0TQy_420.jpg,승부,0,0,0,1,"세계 최고 바둑 대회에서 국내 최초 우승자가 된 조훈현.
전 국민적 영웅으로 대접받던 그는 바둑 신동이라 불리는 이창호를 제자로 맞는다.

“실전에선 기세가 8할이야”
제자와 한 지붕 아래에서 먹고 자며 가르친 지 수년.
모두가 스승의 뻔한 승리를 예상했던 첫 사제 대결에서
조훈현은 전 국민이 지켜보는 가운데, 기세를 탄 제자에게 충격적으로 패한다.
오랜만에 패배를 맛본 조훈현과 이제 승부의 맛을 알게 된 이창호
조훈현은 타고난 승부사적 기질을 되살리며 다시 한번 올라갈 결심을 하게 되는데…",9.1점,승부,예매율 0%,개봉일 2025.03.26,586
99위,https://img.megabox.co.kr/SharedImg/2025/03/14/vKfqRUMxlGgE8asTfFJ2W6yqLrwF4nrx_420.jpg,로비,0,0,0,1,"""더럽게 싸움을 걸면, 어떻게 더럽게 싸우죠?""

연구밖에 모르는 스타트업 대표 창욱(하정우)은
라이벌 회사 대표 광우(박병은)의 뒷거래 때문에 기회도, 기술도 번번히 빼앗긴다.
그의 회사의 유일한 탈출구는 4조 원에 달하는 국책사업을 따내어, 한방에 자본을 확보하는 것!

하지만 로비에 있어선 한수 위인 광우는 조장관(강말금)을 일찌감치 포섭한 상황,
창욱은 눈을 돌려 조장관의 최측근이자 실무를 쥐고 있는 남편 최실장(김의성)에게 접근해
더러운 싸움에 참전하게 되는데...

마침내 뒷거래가 이뤄지는 골프장에
한날 한시 각자의 목적을 위해 모인 로비팀들,
이들의 진흙탕 로비가 펼쳐진다!",8.2점,로비,예매율 0%,개봉일 2025.04.02,235
100위,https://img.megabox.co.kr/SharedImg/2025/03/26/BFeyYnoQ5i7XfVbaXKaUxwgTru3wiEps_420.jpg,미스터 로봇,0,0,0,1,"인공지능 로봇으로 자동화된 근 미래.
K-ROBOT 인더스트리의 쇼케이스 현장에서
새로 출시된 로봇 ‘맥스’가 치명적인 사고를 일으키고,
로봇 관리대 대원(RCC) ‘한태평’은 그 과정에서 혼수상태에 빠지게 된다.
이후, '한태평'은 폐기 직전에 놓인 '맥스'의 몸으로 눈을 뜨게 되는데...

한편, K-ROBOT 인더스트리의 부사장이자 삼촌 '강민'에 의해 위험에 처한 소녀 '나나'.
그 순간 등장한 '맥스'에 의해 '강민'의 위협에서 탈출하고
두 사람의 특별한 여정이 시작된다!",7.9점,미스터 로봇,예매율 0%,개봉일 2025.04.04,78
101위,https://img.megabox.co.kr/SharedImg/2025/04/07/s0i7LcX7Tz1VplEdVH08xIFX0UYSzGzx_420.jpg,본회퍼: 목사.스파이.암살자,0,0,0,1,"기독교가 국가와 민족이라는 이름 아래 종속되어, 예수 그리스도를 온전히 따르는 삶이 희미해지던 시대. 

독일의 젊은 신학자 디트리히 본회퍼는 “오늘날의 기독교인은 과연 어떻게 살아야 하는가?”라는 질문을 던지며, 교리가 아닌 실천의 중요성을 일깨운다. 

그는 “교회는 악을 방관해서는 안 된다”는 확고한 신념을 품고 레지스탕스 활동에 참여하고, 결국 히틀러 제거라는 치명적인 음모에 연루된다. 

한때 평화를 설교하던 그가, 수많은 유대인을 구하기 위해 모든 것을 걸기로 결심하기까지 이 극적인 여정은 본회퍼가 선택한 길이 과연 역사의 물줄기를 바꿀 것이냐, 

아니면 자신의 모든 것을 앗아갈 것이냐는 물음을 남긴다. 

그의 헌신과 죽음은 오늘날까지도 ‘책임 있는 신앙’의 대표적 사례로 기억되며, 시대와 국가를 넘어서 신앙의 본질을 묻는 깊은 울림을 전한다.",9.3점,본회퍼: 목사.스파이.암살자,예매율 0%,개봉일 2025.04.09,78
102위,https://img.megabox.co.kr/SharedImg/2025/06/17/hyD90WztKpCzgo8I6pbFKX3eAggRXVvJ_420.jpg,라이언 일병 구하기,0,0,0,1,"국내 최초 4K 업스케일링 리마스터링 버전 재개봉 확정!
더욱 선명해진 영상미와 새롭게 업그레이드된 사운드까지!

2차세계대전이 종전을 앞둔 어느 날,
‘라이언 일병 구하기’ 임무를 지시받은 특수 부대의 마지막 여정!

부대를 이끄는 ‘밀러’대위, 그를 위시하는 7인의 병사들이
각자의 신념, 생명의 존엄성을 고뇌하며 전우애를 다지는데…

참혹한 제2차세계대전 당시 현장을
스크린에 그대로 새긴 세기의 명작이 찾아온다!

전세계를 충격과 감동에 빠트린
단 하나의 마스터피스가 시작된다!

==================
※ 호국보훈의 달 이벤트 안내 ※
<라이언 일병 구하기> 유료 관객 수 1명 당 100원이 국가 유공자 예우 및 복지를 위한 기부 플랫폼 '모두의 보훈 드림'에 기부됩니다. (~7/24)
==================",9.5점,라이언 일병 구하기,예매율 0%,개봉일 2025.06.25,1k
103위,https://img.megabox.co.kr/SharedImg/2025/06/25/ojTXKrieXmtbEYrc5Cvy8TU6gyV3g238_420.jpg,킹 오브 킹스,0,0,0,1,"가장 위대한 이야기 속으로 떠나는 시간 여행

영국의 소설가 ‘찰스 디킨스’는
아서 왕을 동경하는 개구쟁이 막내 아들 ‘월터’에게
진정한 왕 ‘예수’에 대한 이야기를 들려주기로 한다.
아버지의 실감 나는 이야기에 빠져든 ‘월터’는
어느새 2000년 전, ‘예수’가 태어난 순간으로 여행을 떠나게 된다.

‘월터’는 ‘예수’의 놀라운 기적과 끝없는 사랑을
가까이에서 지켜보며 점점 그에게 이끌리게 된다.
그러나 행복한 순간도 잠시,
‘예수’에게 닥쳐온 시련들과
그것을 담담히 받아들이는 모습을 통해
‘월터’는 아버지의 이야기 속에 감춰진 진심을 깨닫게 된다.",8.8점,킹 오브 킹스,예매율 0%,개봉일 2025.07.16,897
104위,https://img.megabox.co.kr/SharedImg/2025/07/31/apSSSEy7YaPAxQb4bwTCLnt0g4FSd0QR_420.jpg,슈퍼소닉,0,0,0,1,"“가능성에 한계를 두지마, 우리가 했다면 너도 할 수 있어”

도심 외곽의 변두리 지하 연습실에서 시작해
영국 인구 1/20을 들끓게 한 넵워스 공연까지
불과 3년 만에 한 도시를 넘어 국가를 그리고 전 세계를 뒤흔든 ‘오아시스’ 정신의 모든 것

Today's the day that all the world will see 오늘이 바로 온 세상이 보게 될 그 날이야
All your dreams are made 너의 모든 꿈들은 현실이 될 거야
- OASIS, [Morning Glory] 중",8.4점,슈퍼소닉,예매율 0%,개봉일 2025.08.29,1.3k
105위,https://img.megabox.co.kr/SharedImg/2025/08/21/vh8Mok1BNpSE1OvZCuz2x5zD1KhQFtQ2_420.jpg,3670,0,0,0,1,"종로3가, 6번 출구, 7시
여기서부터 시작이야
 
자유를 찾아 북에서 온 ‘철준’에게는 탈북자 친구들에게도 말할 수 없는 비밀이 있다.
어디에서도 속하지 못한 채 혼자만의 외로움을 견디던 ‘철준’은
우연히 만난 동갑내기 ‘영준’의 도움으로 이제껏 알지 못했던 세계와 마주한다.
‘영준’은 ‘철준’의 친구가 되어주고 ‘철준’ 역시 조금씩 마음을 열어간다.
하지만 인기남 ‘현택’의 등장과 함께 ‘철준’과 ‘영준’의 마음에 묘한 파장이 일어나며
두 사람의 관계는 예상치 못한 방향으로 가는데…
 
너를 통해
우리가 될 수 있었던 시간들",8.9점,3670,예매율 0%,개봉일 2025.09.03,172
106위,https://img.megabox.co.kr/SharedImg/2025/08/05/S9VrL3514I5wXuBqE6OoXu4ZZXBUu2YQ_420.jpg,3학년 2학기,0,0,0,1,"학창 시절의 마지막 3학년 2학기를 
학교가 아닌 낯선 공장에서 보내게 된 
중소기업 현장 실습생 열아홉 살 창우. 
사수의 냉정한 평가 속에서도 일의 즐거움과 동료애를 느끼며 
사회생활의 설렘과 두려움, 두근두근 단짠단짠을 맛본다. 
하지만 예기치 못한 동료와의 이별은 창우를 뒷걸음치게 하는데…

두근두근 첫걸음을 내딛는 우리 모두의 3학년 2학기,
작은 용기와 희망으로 채워 나간 그 처음을 만난다!",8.7점,3학년 2학기,예매율 0%,개봉일 2025.09.03,95
107위,https://img.megabox.co.kr/SharedImg/2025/08/21/pvmjKjj0vjFYmy6kA1jwnfUVXLfZjtlo_420.jpg,아기돼지 3형제: 도넛별 대모험,0,0,0,1,"뚠뚠 귀요미들 이번엔 우주로 총출동! 
냠냠~ 맛있는 도넛별에서 펼쳐지는 달콤 짜릿 우주 대모험! 

용감한 아기돼지 3형제, 별이 뚱이, 똘이는 우주 영웅 왕코박사를 만나러 도넛별로 향하던 중 
사고로 우주선이 얼음별에 불시착하고 만다. 그곳에서 만나 친구가 된 로봇 토토. 
하지만 토토는 악당 뺑코 박사에게 붙잡혀가고 도넛별과 우주에는 큰 위험이 닥치는데. . . 
토토를 구하고 도넛별과 우주의 평화를 지키기 위한 아기돼지3형제의 달콤하고 짜릿한
우주대모험이 시작된다.",9.4점,아기돼지 3형제: 도넛별 대모험,예매율 0%,개봉일 2025.09.04,22
108위,https://img.megabox.co.kr/SharedImg/2025/10/10/132uAYPNlgXjwkPxWj5lKilioXuZsuO6_420.jpg,안동,0,0,0,1,"안동, 그곳에 가면 살아갈 힘이 난다.

취준생으로 힘든 서울살이를 하던 딸 민아가 우울증으로 자살시도를 하는데,
때마침 엄마의 부름을 받고는 고향 <안동>으로 돌아간다.

오래된 종가집 고택을 힐링 게스트로 탈바꿈시킨 엄마.

그리고 바로 이곳을 삶과 죽음의 경계에 선 숙박객들이 찾아오고,
그들 역시 세상을 살아갈 힘을 얻게 된다.

세상을 살아갈 힘을 얻게 되는 영화<안동>은 힐링판타지 독립영화이다.

영화<안동>은 안동시의 지원으로 경북문화재단 콘텐츠진흥원에서 제작지원을 받았고,
독립영화 인정, 예술영화 인정을 받은 12세이상관람가 영화다.

8년 전 경북 스토리콘텐츠 공모전의 수상작, 권나연작가의 ‘특별한 하룻밤’을
김홍익감독이 직접 선택하고 발전시켜, 각색·제작·배급을 진행해서
8년에 걸쳐 힘들고 드물게 완성시킨 독립영화이다.",7.9점,안동,예매율 0%,개봉일 2025.10.16,10
109위,https://img.megabox.co.kr/SharedImg/2025/10/10/bpk3LBE0LOC5GG3awwVo5rNtBZBZexfR_420.jpg,디바 야누스,0,0,0,1,"Since 1978, CLUB JANUS 

한국 재즈의 전설 박성연이 만들어낸,
재즈의, 재즈에 의한, 재즈를 위한 아지트, 클럽 야누스. 

라이브 공연의 숨결과 박성연의 인터뷰를 따라
그녀가 꿈꾸고 가꾸어온 한국 재즈의 과거, 현재, 그리고 미래를 보여준다. 
재즈 뮤지션들의 이야기와 관객의 감동 속에서, 야누스는 공간을 넘어 
음악과 사람, 그리고 시대를 잇는 살아 있는 전설로 존재한다. 

“박성연이라는 사람이 야누스고, 
야누스가 박성연 선생님이에요”",9.6점,디바 야누스,예매율 0%,개봉일 2025.10.22,20
110위,https://img.megabox.co.kr/SharedImg/2025/10/28/WH0zvGroZqFARYEeDhxBpfHw0N5bpKHT_420.jpg,구원자,0,0,0,1,"축복의 땅이라고 불리는 오복리에 이사 온 '영범'(김병철)과 '선희'(송지효).
그곳에서 의문의 노인을 만난 뒤, 교통사고로 걷지 못하던 아들 '종훈'이 다시 걷게 되는 기적을 경험한다.
한편, ‘오복리’에서 홀로 아들 '민재'를 키우며 살아오던 '춘서’(김히어라)는 그의 가족에게 닥친 저주에 가까운 불행들이 ‘영범’ 가족과 관련이 있음을 알게 되는데…",7.3점,구원자,예매율 0%,개봉일 2025.11.05,142
111위,https://img.megabox.co.kr/SharedImg/2025/10/21/mYfESVorJoU827OlLaTZmJFC4vDMem3n_420.jpg,생명의 은인,0,0,0,1,"“이번엔 네가 나 좀 살려주면 안 되니?”
500만 원을 손에 쥐고 사회에 첫 발을 내디딘 열아홉 살 ‘세정’.
평생 꿈이었던 나만의 방을 위해 열심히 발품을 팔던 어느 날,
자신이 어릴 적 ‘세정’의 목숨을 구한 ‘생명의 은인’이라고 주장하는 수상한 시한부 ‘은숙’이 나타나
수술비 500만 원을 빌려달라는 황당한 부탁을 한다.
그녀의 말을 믿지 못하면서도 이상하게 마음이 끌리는 ‘세정’은

믿음과 의심 사이에서 ‘은숙’과 기묘한 동행을 시작하는데…",7.6점,생명의 은인,예매율 0%,개봉일 2025.11.05,24
112위,https://img.megabox.co.kr/SharedImg/2025/10/27/c5tXkga86zlkS4fKPDa8aOJrWCGlbaf5_420.jpg,투 헤븐,0,0,0,1,"부활을 믿는 성도를 위한 마지막 선택

기독교 장례문화는 변화가 필요하다
우리는 십자가의 사랑과 부활을 믿는 크리스천이다.
그러나 천국을 소망하며 살아가는 성도조차
이 세상을 떠나는 마지막 순간에
믿지 않는 사람들과 같은 장례식을 선택하는 경우가 있다.
그렇게 잘 믿었다고 평판을 받던 사람도
마지막에 불 신앙적인 모습으로 떠나게 된다

이러한 현실 속에서
오랜 세월 기독교 장례문화를 새롭게 세우기 위해
헌신한 한 사람이 있다
그는 “천국 환송 예배”를 만들었고
지금도 부활의 소망을 알리기 위해 힘쓰고 있다
영화는 그 한 사람의 노력과 이야기를 담아낸다",7.5점,투 헤븐,예매율 0%,개봉일 2025.11.05,9
113위,https://img.megabox.co.kr/SharedImg/2025/10/22/pQd9dZfEq27cgiH8EAi5QsQCLm0D3lgq_420.jpg,리플레이,0,0,0,1,"스캔들로 퇴출 위기에 몰린 아이돌 가수 은채는
갑작스러운 아버지의 부고와 함께 빚더미인 태권도장을 유산으로 물려받게 된다.
부상으로 선수생활을 그만두고 태권도장 사범이 된 희찬은
저마다의 사연을 갖고 있는 취미반 수강생들과 전국대회 우승을 목표로 훈련에 매진한다.

태권도장을 처분하기 위해 고향에 온 은채에게
전 남친인 재벌 2세 수열이 거절할 수 없는 위험한 제안을 하는데…

은채와 희찬, 취미반 수강생들은 산 넘어 산인 고난의 현생을 날려버리고,
제2의 인생을 새로 쓸 수 있을까?",8점,리플레이,예매율 0%,개봉일 2025.11.06,32
114위,https://img.megabox.co.kr/SharedImg/2025/11/04/oG2m4xxeru03ogk9U9ROtOrDYPXUxI1l_420.jpg,꼬마돼지 베이브와 타피티,0,0,0,1,"너~무 다른 꼬마돼지 ‘베이브’와 미어캣 ‘타피티’의
진정한 친구를 찾는 사막 대모험!
혼자 있고 싶은 ‘타피티’와
가족을 만들고 싶은 ‘베이브’는
가족을 지키다가 독사에 물린
‘타피티’의 할아버지를 위한 해독제인
전설 속 파란 꽃을 찾으러 사막으로 떠난다.
종도 달라, 성격도 달라!
험난한 모험은 계속되는 가운데,
‘타피티’와 ‘베이브’는 한 순간도 조용하지 않고 티격태격 다툰다.
굶주린 거대 독수리가 둘을 쫓고 있다는 사실도 모른 채!
너무 다른 두 친구,
과연 무사히 이 모험을 끝낼 수 있을까?",8.9점,꼬마돼지 베이브와 타피티,예매율 0%,개봉일 2025.11.13,22
115위,https://img.megabox.co.kr/SharedImg/2025/10/27/DiMmNCBygHs5CelnSVR783wQEze8sea1_420.jpg,"청춘, 레디 액션",0,0,0,1,"영화 감독을 꿈꾸는 ‘수찬’
하지만 현실은 김제시 용지면에서 밭일을 하는 처지다.

지루한 하루하루를 보내던 ‘수찬’은
여느때와 다름없이 절친 ‘수동’과 술을 마시며 현실을 한탄하다가,
불현듯 지금이 아니면 안 될 것 같다는 생각을 한다.

딱, 한 번만! 더 늦기 전에, 한 번만!
꿈을 좇아 떠나보겠다고!

그렇게 시작된 시골 청년들의 좌충우돌 영화 제작 도전기가 시작되는데…
과연 이들은 영화를 무사히 완성할 수 있을까?

우린, 아직 젊으니까!
꿈을 찾는 청춘들의 뜨거운 도전이 시작된다!",0점,"청춘, 레디 액션",예매율 0%,개봉일 2025.11,6
116위,https://img.megabox.co.kr/SharedImg/2025/11/20/mU19hDaieCuYLpYsgup5imu3YsHKHwiC_420.jpg,[연속상영] <극장판 주술회전: 회옥 · 옥절> <극장판 주술회전: 시부야사변 X 사멸회유> ,0,0,0,1,,0점,[연속상영] <극장판 주술회전: 회옥 · 옥절> <극장판 주술회전: 시부야사변 X 사멸회유> ,예매율 0%,개봉일 2025.12.02,93
117위,https://img.megabox.co.kr/SharedImg/2025/11/17/NHoX4YJHpykWRkZeYOJTYW69JkUHlgtu_420.jpg,러브 인 베트남,0,0,0,1,"가수를 꿈꾸는 ‘마나브’는
부모님을 여읜 후, 후견인인 삼촌을 따라 베트남으로 가게 된다

꿈을 잠시 접어둔 채 살아가던 어느날,
한 갤러리의 걸려있는 여자의 자화상을 보고 사랑에 빠진다

우연은 인연이 되고, ‘마나브’는 자화상의 주인공 ‘린’을 만나 사랑에 빠지지만,
‘마나브’가 잠시 인도로 돌아간 사이 ‘린’은 흔적도 없이 사라진다

‘린’을 찾기 위한 8년의 방황…
어느 날, ‘마나브’는 너무나도 뜻밖의 장소에서
운명처럼 ‘린’을 다시 만나게 되는데…",0점,러브 인 베트남,예매율 0%,개봉일 2025.12.03,5
118위,https://img.megabox.co.kr/SharedImg/2025/11/05/OF0lnzLum9Tc0TMiq93ODdbxIWnUOTXb_420.jpg,비상계엄,0,0,0,1,"대한민국 현대사 70년은 비상계엄과 시민저항의 역사였다. 
1948년 첫 정부 수립 이후 2024년까지, 대한민국은 총 16번의 계엄령을 선포했다. 
그때마다 헌정은 흔들렸고, 국민의 자유는 억압되었으며, 권력은 군홧발 아래 놓였다. 
그러나, 그 어둠의 순간마다 시민들은 거리로 나섰다. 
맨손으로, 맨몸으로, 이름 없이 빛을 들었다.",0점,비상계엄,예매율 0%,개봉일 2025.12.03,29
119위,https://img.megabox.co.kr/SharedImg/asis/system/mop/poster/2019/8B/AD4DE6-D90F-42AA-8BA8-ECF6126CA247.large.jpg,행복한 라짜로,0,0,0,1,"목가적인 삶의 풍경과 우화적 플롯, 그리고 시간 여행을 통한 마술적 리얼리즘
시간이 멈춘 것 같은 아름다운 시골 마을 인비올라타. 라짜로는 이웃들과 함께 마을의 지주인 후작 부인의 담배 농장에서 일하는 순박한 청년이다. 요양을 위해 마을을 찾아온 후작 부인의 아들 탄크레디와 라짜로는 둘만의 우정을 쌓는다. 자유를 갈망하는 탄크레디는 자신의 납치극을 꾸며 마을을 벗어나려고 결심하고, 라짜로는 그런 그를 돕는다. 한편, 납치 신고로 마을을 찾아온 경찰에 의해 이웃들은 뿔뿔이 흩어지게 되고 라짜로는 홀로 남게 되는데...",9점,행복한 라짜로,예매율 0%,개봉일 2025.12.03,329
